Date,Open,High,Low,Close,Adj Close,Volume
2023-08-31,217500.0,219000.0,213000.0,214500.0,213713.671875,808546
2023-09-01,215000.0,215500.0,212000.0,214500.0,213713.671875,569772
2023-09-04,213500.0,214000.0,207500.0,211500.0,210724.671875,660388
2023-09-05,211500.0,213000.0,209500.0,212000.0,211222.84375,390882
2023-09-06,210500.0,214500.0,207500.0,214000.0,213215.5,808331
2023-09-07,216000.0,222000.0,214500.0,216500.0,215706.34375,1234068
2023-09-08,218000.0,218000.0,212500.0,215000.0,214211.84375,595117
2023-09-11,214000.0,214500.0,210000.0,211500.0,210724.671875,724040
2023-09-12,213500.0,222500.0,213000.0,219500.0,218695.34375,1284472
2023-09-13,220000.0,222000.0,215500.0,222000.0,221186.171875,923349
2023-09-14,223000.0,226000.0,220500.0,225500.0,224673.34375,990793
2023-09-15,225000.0,230000.0,224500.0,229500.0,228658.6875,1162871
2023-09-18,227000.0,229000.0,221500.0,221500.0,220688.015625,720909
2023-09-19,222000.0,222000.0,219000.0,219500.0,218695.34375,448589
2023-09-20,219000.0,221500.0,216500.0,217500.0,216702.671875,374274
2023-09-21,215000.0,216500.0,210000.0,210000.0,209230.171875,685787
2023-09-22,206500.0,210000.0,206000.0,208000.0,207237.5,485769
2023-09-25,209000.0,211500.0,206000.0,206500.0,205743.0,490044
2023-09-26,207000.0,207500.0,200000.0,201000.0,200263.15625,660374
2023-09-27,198000.0,202500.0,197600.0,201500.0,200761.328125,419270
2023-10-04,196000.0,198100.0,191200.0,191200.0,190499.09375,1163452
2023-10-05,192500.0,193800.0,189000.0,189400.0,188705.6875,622759
2023-10-06,189300.0,192300.0,189200.0,190900.0,190200.1875,403501
2023-10-10,192800.0,196300.0,189800.0,191200.0,190499.09375,627779
2023-10-11,194000.0,195800.0,192800.0,193000.0,192292.484375,603727
2023-10-12,193700.0,194900.0,191500.0,193600.0,192890.28125,570782
2023-10-13,191700.0,193700.0,190900.0,191800.0,191096.890625,368249
2023-10-16,190500.0,192000.0,188400.0,189700.0,189004.578125,568781
2023-10-17,191500.0,192800.0,188500.0,188500.0,187808.984375,512662
2023-10-18,188400.0,190000.0,185500.0,186300.0,185617.046875,531306
2023-10-19,183100.0,183600.0,180700.0,181400.0,180735.015625,789241
2023-10-20,178400.0,181600.0,178000.0,180200.0,179539.40625,579075
2023-10-23,179300.0,182200.0,178200.0,178300.0,177646.375,446010
2023-10-24,181500.0,187100.0,180100.0,187000.0,186314.484375,802790
2023-10-25,189900.0,191200.0,184800.0,189100.0,188406.78125,802846
2023-10-26,184000.0,186800.0,181300.0,181900.0,181233.171875,757629
2023-10-27,183400.0,186300.0,182500.0,185400.0,184720.34375,520566
2023-10-30,184100.0,187200.0,183000.0,186100.0,185417.78125,392043
2023-10-31,191000.0,192700.0,186700.0,187400.0,186713.015625,823369
2023-11-01,190000.0,191600.0,187000.0,187700.0,187011.921875,511161
2023-11-02,191100.0,192700.0,190300.0,190800.0,190100.546875,633508
2023-11-03,195800.0,200500.0,193100.0,200500.0,199765.0,1272388
2023-11-06,204500.0,207500.0,200000.0,205500.0,204746.671875,1000560
2023-11-07,202500.0,204000.0,197600.0,200500.0,199765.0,782666
2023-11-08,200000.0,202000.0,197400.0,197400.0,196676.359375,586525
2023-11-09,197100.0,200500.0,196000.0,198200.0,197473.421875,592942
2023-11-10,196300.0,198500.0,193500.0,194700.0,193986.25,674585
2023-11-13,197400.0,199000.0,192500.0,192600.0,191893.953125,499910
2023-11-14,194100.0,198900.0,194000.0,198600.0,197871.953125,478385
2023-11-15,203500.0,206000.0,202000.0,205500.0,204746.671875,846436
2023-11-16,204000.0,204500.0,200500.0,203000.0,202255.828125,425403
2023-11-17,203000.0,204000.0,200000.0,202000.0,201259.5,406874
2023-11-20,200500.0,203500.0,200000.0,202500.0,201757.65625,272327
2023-11-21,205000.0,207500.0,204000.0,204500.0,203750.328125,463033
2023-11-22,202500.0,207500.0,200500.0,207500.0,206739.328125,357391
2023-11-23,206500.0,208000.0,204500.0,205500.0,204746.671875,345224
2023-11-24,205500.0,207500.0,204000.0,205500.0,204746.671875,335280
2023-11-27,205500.0,211000.0,205000.0,206000.0,205244.828125,538210
2023-11-28,208000.0,210000.0,204500.0,207500.0,206739.328125,550801
2023-11-29,208500.0,209000.0,205500.0,207500.0,206739.328125,496563
2023-11-30,206500.0,209500.0,206500.0,208000.0,207237.5,642304
2023-12-01,208000.0,210000.0,204000.0,206000.0,205244.828125,542598
2023-12-04,208000.0,214000.0,207500.0,210500.0,209728.328125,706500
2023-12-05,210000.0,216500.0,209500.0,213000.0,212219.171875,890514
2023-12-06,214000.0,215500.0,212500.0,213500.0,212717.34375,494143
2023-12-07,214000.0,215000.0,210000.0,212500.0,211721.0,521170
2023-12-08,215500.0,219000.0,215000.0,217500.0,216702.671875,685720
2023-12-11,218500.0,220500.0,215000.0,217500.0,216702.671875,513760
2023-12-12,216500.0,219500.0,212500.0,213500.0,212717.34375,710270
2023-12-13,212000.0,215500.0,212000.0,213500.0,212717.34375,435945
2023-12-14,218500.0,225000.0,217000.0,223000.0,222182.515625,1761941
2023-12-15,223000.0,226500.0,222000.0,226000.0,225171.515625,899325
2023-12-18,226000.0,226500.0,222000.0,223000.0,222182.515625,555176
2023-12-19,222500.0,224500.0,221000.0,222500.0,221684.34375,497403
2023-12-20,224000.0,225500.0,219500.0,220500.0,219691.671875,874344
2023-12-21,218500.0,220000.0,215500.0,216500.0,215706.34375,844340
2023-12-22,218500.0,219000.0,215000.0,215000.0,214211.84375,571741
2023-12-26,216500.0,217500.0,215000.0,215500.0,214710.0,458545
2023-12-27,216000.0,223000.0,215500.0,223000.0,223000.0,609910
2023-12-28,224000.0,224000.0,221000.0,224000.0,224000.0,525435
2024-01-02,222500.0,229000.0,221000.0,227500.0,227500.0,716469
2024-01-03,223500.0,224000.0,220000.0,222000.0,222000.0,690960
2024-01-04,221000.0,225500.0,220500.0,223000.0,223000.0,538911
2024-01-05,222500.0,224000.0,219500.0,220500.0,220500.0,387884
2024-01-08,222000.0,231500.0,222000.0,226500.0,226500.0,1054917
2024-01-09,229500.0,233000.0,228500.0,229500.0,229500.0,835945
2024-01-10,229500.0,233500.0,227000.0,231000.0,231000.0,702562
2024-01-11,232500.0,234500.0,229500.0,231500.0,231500.0,879647
2024-01-12,232000.0,232500.0,228000.0,230500.0,230500.0,516678
2024-01-15,230000.0,230500.0,223500.0,229500.0,229500.0,205882
2024-01-16,227500.0,235500.0,227000.0,230000.0,230000.0,695734
2024-01-17,228500.0,230500.0,218500.0,219000.0,219000.0,961856
2024-01-18,217000.0,219500.0,215000.0,216500.0,216500.0,730722
2024-01-19,219000.0,221500.0,213500.0,215500.0,215500.0,916193
2024-01-22,219000.0,222500.0,217000.0,217000.0,217000.0,533513
2024-01-23,218000.0,219500.0,215500.0,218000.0,218000.0,388908
2024-01-24,219000.0,219500.0,215500.0,218000.0,218000.0,380731
2024-01-25,216000.0,217000.0,212500.0,213500.0,213500.0,582265
2024-01-26,211500.0,218500.0,211500.0,216500.0,216500.0,406869
2024-01-29,216500.0,218000.0,211500.0,212000.0,212000.0,616505
2024-01-30,214000.0,214500.0,208000.0,209500.0,209500.0,614246
2024-01-31,208500.0,209500.0,200000.0,200500.0,200500.0,1318605
2024-02-01,199500.0,202500.0,198600.0,202500.0,202500.0,818613
2024-02-02,209500.0,221500.0,208000.0,221500.0,221500.0,1841501
2024-02-05,220500.0,221500.0,208000.0,208000.0,208000.0,1721981
2024-02-06,208000.0,209000.0,203500.0,205500.0,205500.0,896400
2024-02-07,208000.0,209500.0,204000.0,204500.0,204500.0,706209
2024-02-08,206500.0,208000.0,205000.0,206000.0,206000.0,628984
